domain,authority_score,authority_rank,total_citations,unique_verticals,first_position_citations,direct_quotes,category,citation_frequency_score,cross_vertical_score,first_position_score,direct_quote_score,query_diversity_score,temporal_consistency_score
vervaunt.com,35.605742350240945,55,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
relevatehealth.com,35.605742350240945,54,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
panorama-consulting.com,35.605742350240945,53,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
thecomputerdepartment.com.au,35.605742350240945,52,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
kmatherapy.com,35.605742350240945,51,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
guide.fariaedu.com,35.605742350240945,50,1,1,1,1,academic,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
orthoplexsolutions.com,35.605742350240945,49,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
avidian.com,35.605742350240945,48,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
formstack.com,35.605742350240945,47,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
copystash.io,35.605742350240945,46,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
fingent.com,35.605742350240945,45,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
idomoo.com,35.605742350240945,44,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
uniformmarket.com,35.605742350240945,43,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
mygadgetdad.com,35.605742350240945,42,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
homedesignsoftware.tv,35.605742350240945,41,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
insightvacations.com,35.605742350240945,40,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
grrrltraveler.com,35.605742350240945,39,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
carinsurent.com,35.605742350240945,38,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
metastatinsight.com,35.605742350240945,37,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
chefadora.help.center,35.605742350240945,36,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
stepbystepchef.com,35.605742350240945,35,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
mashupmom.com,35.605742350240945,34,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
libguides.library.kent.edu,35.605742350240945,33,1,1,1,1,academic,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
curlvitality.com,35.605742350240945,32,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
browndailyherald.com,35.605742350240945,31,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
thegreensideofpink.com,35.605742350240945,30,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
shop.pineandpoplar.com,35.605742350240945,29,1,1,1,1,commercial,0.08756567425569177,4.3478260869565215,100.0,100.0,20.0,50.0
ecomposer.io,35.322700585221526,80,16,10,15,4,commercial,1.4010507880910683,43.47826086956522,93.75,25.0,40.0,30.0
productboard.com,35.17071303477608,81,125,23,0,9,commercial,10.945709281961472,100.0,0.0,7.199999999999999,60.0,30.0
imdb.com,34.911916079917084,82,147,23,14,27,commercial,12.87215411558669,100.0,9.523809523809524,18.367346938775512,20.0,30.0
businessinsider.com,34.84530245510219,83,65,11,20,9,commercial,5.691768826619965,47.82608695652174,30.76923076923077,13.846153846153847,100.0,30.0
geeksforgeeks.org,34.02757450275645,84,62,10,21,2,government,5.42907180385289,43.47826086956522,33.87096774193548,3.225806451612903,100.0,30.0
nngroup.com,33.91909781337178,85,37,15,1,22,commercial,3.239929947460595,65.21739130434783,2.7027027027027026,59.45945945945946,80.0,30.0
study.com,33.66655376908176,86,11,5,11,7,commercial,0.9632224168126094,21.73913043478261,100.0,63.63636363636363,20.0,30.0
blog.prepscholar.com,33.62763376880487,91,2,1,2,2,academic,0.17513134851138354,4.3478260869565215,100.0,100.0,20.0,30.0
runnersconnect.net,33.62763376880487,90,2,1,2,2,commercial,0.17513134851138354,4.3478260869565215,100.0,100.0,20.0,30.0
expandi.io,33.62763376880487,89,2,1,2,2,commercial,0.17513134851138354,4.3478260869565215,100.0,100.0,20.0,30.0
retaildoc.com,33.62763376880487,88,2,1,2,2,commercial,0.17513134851138354,4.3478260869565215,100.0,100.0,20.0,30.0
globe-gazers.com,33.62763376880487,87,2,1,2,2,commercial,0.17513134851138354,4.3478260869565215,100.0,100.0,20.0,30.0
consumer.ftc.gov,33.504333396721194,92,83,20,9,2,government,7.267950963222416,86.95652173913044,10.843373493975903,2.4096385542168677,60.0,30.0
goodcall.com,33.50389966387835,93,46,22,8,14,commercial,4.028021015761821,95.65217391304348,17.391304347826086,30.434782608695656,20.0,30.0
startingpoint.ai,33.31145951206524,94,109,23,0,35,commercial,9.544658493870402,100.0,0.0,32.11009174311927,20.0,30.0
sellercentral.amazon.com,33.231554518731855,95,13,9,9,3,commercial,1.138353765323993,39.130434782608695,69.23076923076923,23.076923076923077,60.0,30.0
consumerreports.org,33.13847261023936,96,94,12,11,3,government,8.231173380035026,52.17391304347826,11.702127659574469,3.1914893617021276,100.0,30.0
brcommunity.com,33.10704739080626,97,133,23,0,33,commercial,11.646234676007005,100.0,0.0,24.81203007518797,20.0,30.0
boast.io,32.92368555262601,98,104,23,1,29,commercial,9.106830122591944,100.0,0.9615384615384616,27.884615384615387,20.0,30.0
vc3.com,32.85718544227319,99,94,23,0,29,commercial,8.231173380035026,100.0,0.0,30.851063829787233,20.0,30.0
forum.remnote.io,32.674589275289804,100,120,23,0,28,commercial,10.507880910683012,100.0,0.0,23.333333333333332,20.0,30.0
bankrate.com,32.06472824922756,101,153,7,38,16,commercial,13.39754816112084,30.434782608695656,24.836601307189543,10.457516339869281,100.0,30.0
widewail.com,32.03244322554893,102,131,23,0,19,commercial,11.471103327495621,100.0,0.0,14.50381679389313,20.0,30.0
windowanddoor.com,31.77648997617779,103,21,14,12,6,commercial,1.838879159369527,60.86956521739131,57.14285714285714,28.57142857142857,20.0,30.0
productschool.com,31.76103055552534,104,50,18,1,5,commercial,4.378283712784588,78.26086956521739,2.0,10.0,80.0,30.0
pmc.ncbi.nlm.nih.gov,31.748439518912814,105,167,10,29,18,government,14.623467600700527,43.47826086956522,17.365269461077844,10.778443113772456,100.0,30.0
infosysbpm.com,31.70517611528805,106,44,20,0,16,commercial,3.852889667250438,86.95652173913044,0.0,36.36363636363637,40.0,30.0
numberanalytics.com,31.535627767524517,107,27,13,6,7,commercial,2.364273204903678,56.52173913043478,22.22222222222222,25.925925925925924,80.0,30.0
tomsguide.com,31.469600841935797,108,40,9,15,0,commercial,3.502626970227671,39.130434782608695,37.5,0.0,100.0,30.0
slashdot.org,31.236654418623647,109,53,17,14,1,government,4.640980735551663,73.91304347826086,26.41509433962264,1.8867924528301887,40.0,30.0
fera.ai,30.897117903057143,110,74,22,0,18,commercial,6.47985989492119,95.65217391304348,0.0,24.324324324324326,20.0,30.0
money.com,30.868985769427404,111,26,6,13,3,commercial,2.276707530647986,26.08695652173913,50.0,11.538461538461538,100.0,30.0
nogood.io,30.627633768804866,113,2,1,2,1,commercial,0.17513134851138354,4.3478260869565215,100.0,50.0,40.0,30.0
thegadgetflow.com,30.627633768804866,112,2,1,2,1,commercial,0.17513134851138354,4.3478260869565215,100.0,50.0,40.0,30.0
henryford.com,30.56287324188794,114,5,2,5,3,commercial,0.43782837127845886,8.695652173913043,100.0,60.0,20.0,30.0
chisellabs.com,30.365745462943362,115,91,23,0,6,commercial,7.968476357267951,100.0,0.0,6.593406593406594,20.0,30.0
markovate.com,30.316191854035452,116,3,1,3,2,commercial,0.2626970227670753,4.3478260869565215,100.0,66.66666666666666,20.0,30.0
oecs.mit.edu,30.305440030103092,117,54,21,0,17,academic,4.728546409807356,91.30434782608695,0.0,31.48148148148148,20.0,30.0
ravecapture.com,30.13259763663327,118,21,12,7,8,commercial,1.838879159369527,52.17391304347826,33.33333333333333,38.095238095238095,40.0,30.0
mercedesbenzofdenver.com,30.009654681403763,119,93,22,3,6,commercial,8.143607705779335,95.65217391304348,3.225806451612903,6.451612903225806,20.0,30.0
healthline.com,29.951433319940318,120,127,5,28,12,commercial,11.120840630472854,21.73913043478261,22.04724409448819,9.448818897637794,100.0,30.0
aws.amazon.com,29.85144631093767,121,37,8,8,1,commercial,3.239929947460595,34.78260869565217,21.62162162162162,2.7027027027027026,100.0,30.0
cxl.com,29.826027129042437,122,20,14,0,15,commercial,1.7513134851138354,60.86956521739131,0.0,75.0,40.0,30.0
mass.gov,29.715599199399552,123,80,23,0,2,government,7.005253940455342,100.0,0.0,2.5,20.0,30.0
demandhub.co,29.69443749478776,124,60,23,0,4,commercial,5.253940455341506,100.0,0.0,6.666666666666667,20.0,30.0
mckinsey.com,29.685397293847448,125,29,12,4,2,commercial,2.539404553415061,52.17391304347826,13.793103448275861,6.896551724137931,80.0,30.0
evolv-creative.com,29.33585706060629,126,57,20,0,17,commercial,4.99124343257443,86.95652173913044,0.0,29.82456140350877,20.0,30.0
impact.com,29.210879009059166,127,11,7,5,4,commercial,0.9632224168126094,30.434782608695656,45.45454545454545,36.36363636363637,60.0,30.0
mercedesbenzofokc.com,29.11534707794131,128,72,22,0,5,commercial,6.304728546409807,95.65217391304348,0.0,6.944444444444445,20.0,30.0
tomwason.com,29.054246977333435,129,71,20,0,17,commercial,6.217162872154115,86.95652173913044,0.0,23.943661971830984,20.0,30.0
optimonk.com,28.921416605932713,130,4,1,3,2,commercial,0.3502626970227671,4.3478260869565215,75.0,50.0,60.0,30.0
reihub.net,28.872661138365853,131,9,2,9,2,commercial,0.7880910683012259,8.695652173913043,100.0,22.22222222222222,40.0,30.0
techradar.com,28.831460436215227,132,47,12,11,0,commercial,4.115586690017513,52.17391304347826,23.404255319148938,0.0,60.0,30.0
support.google.com,28.806846076586428,133,30,14,1,7,commercial,2.626970227670753,60.86956521739131,3.3333333333333335,23.333333333333332,60.0,30.0
smartasset.com,28.78525415800981,134,50,5,16,7,commercial,4.378283712784588,21.73913043478261,32.0,14.000000000000002,100.0,30.0
moonsift.com,28.72198895548473,135,3,3,3,1,commercial,0.2626970227670753,13.043478260869565,100.0,33.33333333333333,20.0,30.0
sciencepublishinggroup.com,28.72129096822617,136,46,19,0,16,commercial,4.028021015761821,82.6086956521739,0.0,34.78260869565217,20.0,30.0
buildafashionbusiness.com,28.649525187368788,137,3,1,2,3,commercial,0.2626970227670753,4.3478260869565215,66.66666666666666,100.0,20.0,30.0
rates.fm,28.627633768804866,151,2,1,2,1,commercial,0.17513134851138354,4.3478260869565215,100.0,50.0,20.0,30.0
cliniminds.com,28.627633768804866,150,2,1,2,1,commercial,0.17513134851138354,4.3478260869565215,100.0,50.0,20.0,30.0
coconutsoftware.com,28.627633768804866,149,2,1,2,1,commercial,0.17513134851138354,4.3478260869565215,100.0,50.0,20.0,30.0
mechanics.bank,28.627633768804866,148,2,1,2,1,commercial,0.17513134851138354,4.3478260869565215,100.0,50.0,20.0,30.0
tryedge.io,28.627633768804866,147,2,1,2,1,commercial,0.17513134851138354,4.3478260869565215,100.0,50.0,20.0,30.0
charles-stanley.co.uk,28.627633768804866,146,2,1,2,1,commercial,0.17513134851138354,4.3478260869565215,100.0,50.0,20.0,30.0
usaultimate.org,28.627633768804866,145,2,1,2,1,government,0.17513134851138354,4.3478260869565215,100.0,50.0,20.0,30.0
revista-apunts.com,28.627633768804866,144,2,1,2,1,commercial,0.17513134851138354,4.3478260869565215,100.0,50.0,20.0,30.0
lovesdata.com,28.627633768804866,143,2,1,2,1,commercial,0.17513134851138354,4.3478260869565215,100.0,50.0,20.0,30.0
mirakl.com,28.627633768804866,142,2,1,2,1,commercial,0.17513134851138354,4.3478260869565215,100.0,50.0,20.0,30.0
ecomundo.eu,28.627633768804866,141,2,1,2,1,commercial,0.17513134851138354,4.3478260869565215,100.0,50.0,20.0,30.0
ccgcatalyst.com,28.627633768804866,140,2,1,2,1,commercial,0.17513134851138354,4.3478260869565215,100.0,50.0,20.0,30.0
uber.com,28.627633768804866,139,2,1,2,1,commercial,0.17513134851138354,4.3478260869565215,100.0,50.0,20.0,30.0
gogreenaquaponics.com,28.627633768804866,138,2,1,2,1,commercial,0.17513134851138354,4.3478260869565215,100.0,50.0,20.0,30.0
weareglobaltravellers.com,28.540981823324017,152,4,2,4,0,commercial,0.3502626970227671,8.695652173913043,100.0,0.0,60.0,30.0
mezzi.com,28.519090404760092,153,3,2,3,0,commercial,0.2626970227670753,8.695652173913043,100.0,0.0,60.0,30.0
goodhousekeeping.com,28.443042147831612,154,26,4,10,2,commercial,2.276707530647986,17.391304347826086,38.46153846153847,7.6923076923076925,100.0,30.0
startupsavant.com,28.326757749471522,155,18,8,7,0,commercial,1.5761821366024518,34.78260869565217,38.88888888888889,0.0,80.0,30.0
shoutaboutus.com,28.26808821449847,156,51,21,0,6,commercial,4.46584938704028,91.30434782608695,0.0,11.76470588235294,20.0,30.0
uschamber.com,28.19294362075905,157,23,10,7,0,commercial,2.0140105078809105,43.47826086956522,30.434782608695656,0.0,80.0,30.0
cloudflight.io,28.120530329096937,158,38,19,0,4,commercial,3.327495621716287,82.6086956521739,0.0,10.526315789473683,40.0,30.0
elastic.co,28.01705083160196,159,10,1,9,1,commercial,0.8756567425569177,4.3478260869565215,90.0,10.0,60.0,30.0
meegle.com,28.00338025258074,160,12,5,5,0,commercial,1.0507880910683012,21.73913043478261,41.66666666666667,0.0,100.0,30.0
byteplus.com,27.75526753760973,161,4,2,4,1,commercial,0.3502626970227671,8.695652173913043,100.0,25.0,20.0,30.0
cribl.io,27.649525187368788,162,3,1,3,0,commercial,0.2626970227670753,4.3478260869565215,100.0,0.0,60.0,30.0
atlassian.com,27.631274633511364,163,48,6,14,2,commercial,4.203152364273205,26.08695652173913,29.166666666666668,4.166666666666666,80.0,30.0
salesforce.com,27.57280140412215,164,51,9,5,3,commercial,4.46584938704028,39.130434782608695,9.803921568627452,5.88235294117647,80.0,30.0
results.shopperapproved.com,27.557710088586507,165,26,15,0,11,commercial,2.276707530647986,65.21739130434783,0.0,42.30769230769231,40.0,30.0
radiantlydressed.com,27.316191854035452,166,3,1,2,2,commercial,0.2626970227670753,4.3478260869565215,66.66666666666666,66.66666666666666,40.0,30.0
scribehow.com,27.233376119045804,167,3,2,3,0,commercial,0.2626970227670753,8.695652173913043,100.0,0.0,40.0,30.0
rikkeisoft.com,26.98285852070212,169,3,1,3,1,commercial,0.2626970227670753,4.3478260869565215,100.0,33.33333333333333,20.0,30.0
cromospharma.com,26.98285852070212,168,3,1,3,1,commercial,0.2626970227670753,4.3478260869565215,100.0,33.33333333333333,20.0,30.0
attributionapp.com,26.88972163905538,170,10,8,4,2,commercial,0.8756567425569177,34.78260869565217,40.0,20.0,60.0,30.0
mayoclinic.org,26.877211333438552,171,106,5,13,13,government,9.281961471103326,21.73913043478261,12.264150943396226,12.264150943396226,100.0,30.0
goingvc.com,26.852423738093425,172,3,2,2,1,commercial,0.2626970227670753,8.695652173913043,66.66666666666666,33.33333333333333,60.0,30.0
learn.g2.com,26.734260733913604,173,34,9,13,0,commercial,2.9772329246935203,39.130434782608695,38.23529411764706,0.0,60.0,30.0
softwareworld.co,26.671204490324264,174,23,12,2,0,commercial,2.0140105078809105,52.17391304347826,8.695652173913043,0.0,80.0,30.0
hokumarketing.com,26.58476466045186,175,6,2,6,0,commercial,0.5253940455341506,8.695652173913043,100.0,0.0,40.0,30.0
rottentomatoes.com,26.584035852976687,176,42,19,0,6,commercial,3.677758318739054,82.6086956521739,0.0,14.285714285714285,20.0,30.0
memberkitchens.com,26.56287324188794,177,5,2,5,0,commercial,0.43782837127845886,8.695652173913043,100.0,0.0,40.0,30.0
stripe.com,26.556226075587546,178,62,6,18,3,commercial,5.42907180385289,26.08695652173913,29.03225806451613,4.838709677419355,80.0,30.0
codewave.com,26.540981823324017,180,4,2,4,0,commercial,0.3502626970227671,8.695652173913043,100.0,0.0,40.0,30.0
usewhale.io,26.540981823324017,179,4,2,4,0,commercial,0.3502626970227671,8.695652173913043,100.0,0.0,40.0,30.0
qapita.com,26.519090404760092,182,3,2,3,0,commercial,0.2626970227670753,8.695652173913043,100.0,0.0,40.0,30.0
ventureharbour.com,26.519090404760092,181,3,2,3,0,commercial,0.2626970227670753,8.695652173913043,100.0,0.0,40.0,30.0
aloa.co,26.49719898619617,185,2,2,2,0,commercial,0.17513134851138354,8.695652173913043,100.0,0.0,40.0,30.0
accelq.com,26.49719898619617,184,2,2,2,0,commercial,0.17513134851138354,8.695652173913043,100.0,0.0,40.0,30.0
ask.com,26.49719898619617,183,2,2,2,0,commercial,0.17513134851138354,8.695652173913043,100.0,0.0,40.0,30.0
kiplinger.com,26.465129040016727,186,18,7,4,4,commercial,1.5761821366024518,30.434782608695656,22.22222222222222,22.22222222222222,80.0,30.0
jedfoundation.org,26.407593738782346,187,5,1,3,2,government,0.43782837127845886,4.3478260869565215,60.0,40.0,60.0,30.0
blog.type.ai,26.326027129042437,188,20,14,2,5,commercial,1.7513134851138354,60.86956521739131,10.0,25.0,40.0,30.0
womleadmag.com,26.280112258106623,189,4,4,4,0,commercial,0.3502626970227671,17.391304347826086,100.0,0.0,20.0,30.0
blog.mandalasystem.com,26.185757071426757,190,3,2,2,2,commercial,0.2626970227670753,8.695652173913043,66.66666666666666,66.66666666666666,20.0,30.0
visual-flow.com,26.171416605932713,191,4,1,4,1,commercial,0.3502626970227671,4.3478260869565215,100.0,25.0,20.0,30.0
medlineplus.gov,26.134650889352788,192,11,4,4,2,government,0.9632224168126094,17.391304347826086,36.36363636363637,18.181818181818183,80.0,30.0
iwillteachyoutoberich.com,26.127633768804866,195,2,1,1,2,commercial,0.17513134851138354,4.3478260869565215,50.0,100.0,20.0,30.0
cryptorunner.com,26.127633768804866,194,2,1,1,2,commercial,0.17513134851138354,4.3478260869565215,50.0,100.0,20.0,30.0
comprehensivecounselinglcsw.com,26.127633768804866,193,2,1,1,2,commercial,0.17513134851138354,4.3478260869565215,50.0,100.0,20.0,30.0
experian.com,26.004743181892348,196,33,6,4,6,commercial,2.8896672504378285,26.08695652173913,12.121212121212121,18.181818181818183,100.0,30.0
who.int,26.003601206339535,197,16,3,3,7,government,1.4010507880910683,13.043478260869565,18.75,43.75,80.0,30.0
tastytrade.com,25.973267994474117,198,8,1,6,1,commercial,0.7005253940455342,4.3478260869565215,75.0,12.5,60.0,30.0
menshealth.com,25.954507876955144,199,22,2,7,4,commercial,1.926444833625219,8.695652173913043,31.818181818181817,18.181818181818183,100.0,30.0
blaze.tech,25.925801234984213,200,9,5,7,0,commercial,0.7880910683012259,21.73913043478261,77.77777777777779,0.0,40.0,30.0
zluri.com,25.917215085226964,201,7,4,4,0,commercial,0.6129597197898424,17.391304347826086,57.14285714285714,0.0,80.0,30.0
grad.uc.edu,25.693308024496634,203,5,1,5,0,academic,0.43782837127845886,4.3478260869565215,100.0,0.0,40.0,30.0
firemon.com,25.693308024496634,202,5,1,5,0,commercial,0.43782837127845886,4.3478260869565215,100.0,0.0,40.0,30.0
nuffieldhealth.com,25.671416605932713,204,4,1,4,0,commercial,0.3502626970227671,4.3478260869565215,100.0,0.0,40.0,30.0
dev.to,25.669194670939266,205,17,7,7,2,commercial,1.4886164623467601,30.434782608695656,41.17647058823529,11.76470588235294,40.0,30.0
news.ycombinator.com,25.65608890462313,206,22,13,2,3,commercial,1.926444833625219,56.52173913043478,9.090909090909092,13.636363636363635,40.0,30.0
global.nmsu.edu,25.649525187368788,211,3,1,3,0,academic,0.2626970227670753,4.3478260869565215,100.0,0.0,40.0,30.0
valuepenguin.com,25.649525187368788,210,3,1,3,0,commercial,0.2626970227670753,4.3478260869565215,100.0,0.0,40.0,30.0
thatch.ai,25.649525187368788,209,3,1,3,0,commercial,0.2626970227670753,4.3478260869565215,100.0,0.0,40.0,30.0
strikesocial.com,25.649525187368788,208,3,1,3,0,commercial,0.2626970227670753,4.3478260869565215,100.0,0.0,40.0,30.0
